penalty_set,session_id,adversarial,final_trust,mfa_triggers,restrict_hits,block_hits
Set C (α=0.10),88,FALSE,1,0,0,0
Set C (α=0.10),89,FALSE,1,0,0,0
Set C (α=0.10),90,FALSE,1,0,0,0
Set C (α=0.10),91,FALSE,1,0,0,0
Set C (α=0.10),92,FALSE,1,0,0,0
Set C (α=0.10),93,FALSE,1,0,0,0
Set C (α=0.10),94,FALSE,1,0,0,0
Set C (α=0.10),95,FALSE,1,0,0,0
Set C (α=0.10),96,FALSE,1,0,0,0
Set C (α=0.10),97,FALSE,1,0,0,0
Set C (α=0.10),98,FALSE,1,0,0,0
Set C (α=0.10),99,FALSE,1,0,0,0
Set C (α=0.10),100,FALSE,1,0,0,0
Set C (α=0.10),101,FALSE,1,0,0,0
Set C (α=0.10),102,FALSE,1,0,0,0
Set C (α=0.10),103,FALSE,1,0,0,0
Set C (α=0.10),104,FALSE,1,0,0,0
Set C (α=0.10),105,FALSE,1,0,0,0
Set C (α=0.10),106,FALSE,1,0,0,0
Set C (α=0.10),107,FALSE,1,0,0,0
Set C (α=0.10),108,FALSE,1,0,0,0
Set C (α=0.10),109,FALSE,1,0,0,0
Set C (α=0.10),110,FALSE,1,0,0,0
Set C (α=0.10),111,FALSE,1,0,0,0
Set C (α=0.10),112,FALSE,1,0,0,0
Set C (α=0.10),113,FALSE,1,0,0,0
Set C (α=0.10),114,FALSE,1,0,0,0
Set C (α=0.10),115,FALSE,1,0,0,0
Set C (α=0.10),116,FALSE,1,0,0,0
Set C (α=0.10),117,FALSE,1,0,0,0
Set C (α=0.10),118,FALSE,1,0,0,0
Set C (α=0.10),119,FALSE,1,0,0,0
Set C (α=0.10),120,FALSE,1,0,0,0
Set C (α=0.10),121,FALSE,1,0,0,0
Set C (α=0.10),122,FALSE,1,0,0,0
Set C (α=0.10),123,FALSE,1,0,0,0
Set C (α=0.10),124,FALSE,1,0,0,0
Set C (α=0.10),125,FALSE,1,0,0,0
Set C (α=0.10),126,FALSE,1,0,0,0
Set C (α=0.10),127,FALSE,1,0,0,0
Set C (α=0.10),128,FALSE,1,0,0,0
Set C (α=0.10),129,FALSE,1,0,0,0
Set C (α=0.10),130,FALSE,1,0,0,0
Set C (α=0.10),131,FALSE,1,0,0,0
Set C (α=0.10),132,FALSE,1,0,0,0
Set C (α=0.10),133,FALSE,1,0,0,0
Set C (α=0.10),134,FALSE,1,0,0,0
Set C (α=0.10),135,FALSE,1,0,0,0
Set C (α=0.10),136,FALSE,1,0,0,0
Set C (α=0.10),137,FALSE,1,0,0,0
Set C (α=0.10),138,FALSE,1,0,0,0
Set C (α=0.10),139,FALSE,1,0,0,0
Set C (α=0.10),140,FALSE,1,0,0,0
Set C (α=0.10),141,FALSE,1,0,0,0
Set C (α=0.10),142,FALSE,1,0,0,0
Set C (α=0.10),143,FALSE,1,0,0,0
Set C (α=0.10),144,FALSE,1,0,0,0
Set C (α=0.10),145,FALSE,1,0,0,0
Set C (α=0.10),146,FALSE,1,0,0,0
Set C (α=0.10),147,FALSE,1,0,0,0
Set C (α=0.10),148,FALSE,1,0,0,0
Set C (α=0.10),149,FALSE,1,0,0,0
Set C (α=0.10),150,FALSE,1,0,0,0
Set C (α=0.10),151,FALSE,1,0,0,0
Set C (α=0.10),152,FALSE,1,0,0,0
Set C (α=0.10),153,FALSE,1,0,0,0
Set C (α=0.10),154,FALSE,1,0,0,0
Set C (α=0.10),155,FALSE,1,0,0,0
Set C (α=0.10),156,FALSE,1,0,0,0
Set C (α=0.10),157,FALSE,1,0,0,0
Set C (α=0.10),158,FALSE,1,0,0,0
Set C (α=0.10),159,FALSE,1,0,0,0
Set C (α=0.10),160,FALSE,1,0,0,0
Set C (α=0.10),161,FALSE,1,0,0,0
Set C (α=0.10),162,FALSE,1,0,0,0
Set C (α=0.10),163,FALSE,1,0,0,0
Set C (α=0.10),164,FALSE,1,0,0,0
Set C (α=0.10),165,FALSE,1,0,0,0
Set C (α=0.10),166,FALSE,1,0,0,0
Set C (α=0.10),167,FALSE,1,0,0,0
Set C (α=0.10),168,FALSE,1,0,0,0
Set C (α=0.10),169,FALSE,1,0,0,0
Set C (α=0.10),170,FALSE,1,0,0,0
Set C (α=0.10),171,FALSE,1,0,0,0
Set C (α=0.10),172,FALSE,1,0,0,0
Set C (α=0.10),173,FALSE,1,0,0,0
Set C (α=0.10),174,FALSE,1,0,0,0
Set C (α=0.10),175,FALSE,1,0,0,0
Set C (α=0.10),176,FALSE,1,0,0,0
Set C (α=0.10),177,FALSE,1,0,0,0
Set C (α=0.10),178,FALSE,1,0,0,0
Set C (α=0.10),179,FALSE,1,0,0,0
Set C (α=0.10),180,FALSE,1,0,0,0
Set C (α=0.10),181,FALSE,1,0,0,0
Set C (α=0.10),182,FALSE,1,0,0,0
Set C (α=0.10),183,FALSE,1,0,0,0
Set C (α=0.10),184,FALSE,1,0,0,0
Set C (α=0.10),185,FALSE,1,0,0,0
Set C (α=0.10),186,FALSE,1,0,0,0
Set C (α=0.10),187,FALSE,1,0,0,0
Set C (α=0.10),188,FALSE,1,0,0,0
Set C (α=0.10),189,FALSE,1,0,0,0
Set C (α=0.10),190,FALSE,1,0,0,0
Set C (α=0.10),191,FALSE,1,0,0,0
Set C (α=0.10),192,FALSE,1,0,0,0
Set C (α=0.10),193,FALSE,1,0,0,0
Set C (α=0.10),194,FALSE,1,0,0,0
Set C (α=0.10),195,FALSE,1,0,0,0
Set C (α=0.10),196,FALSE,1,0,0,0
Set C (α=0.10),197,FALSE,1,0,0,0
Set C (α=0.10),198,FALSE,1,0,0,0
Set C (α=0.10),199,FALSE,1,0,0,0
Set D (α=0.15),0,TRUE,0.43,13,13,6
Set D (α=0.15),1,TRUE,0,8,8,8
Set D (α=0.15),2,TRUE,0.39,16,16,2
Set D (α=0.15),3,TRUE,0.45,16,16,1
Set D (α=0.15),4,TRUE,0,5,5,14
Set D (α=0.15),5,TRUE,0.14,5,5,9
Set D (α=0.15),6,TRUE,0.17,12,12,7
Set D (α=0.15),7,TRUE,0.68,16,16,0
Set D (α=0.15),8,TRUE,0.09,5,5,13
Set D (α=0.15),9,TRUE,0,4,4,11
Set D (α=0.15),10,TRUE,0,13,13,6
Set D (α=0.15),11,TRUE,0.06,5,5,15
Set D (α=0.15),12,TRUE,0.24,7,7,11
Set D (α=0.15),13,TRUE,0.1,10,10,4
Set D (α=0.15),14,TRUE,0.4,12,12,6
Set D (α=0.15),15,TRUE,0.53,17,17,1
Set D (α=0.15),16,TRUE,0.22,2,2,8
Set D (α=0.15),17,TRUE,0,5,5,14
Set D (α=0.15),18,TRUE,0.08,12,12,3
Set D (α=0.15),19,TRUE,0.26,3,3,17
Set D (α=0.15),20,TRUE,0,6,6,10
Set D (α=0.15),21,TRUE,0.3,7,7,11
Set D (α=0.15),22,TRUE,0,6,6,13
Set D (α=0.15),23,TRUE,0.1,8,8,10
Set D (α=0.15),24,TRUE,0.15,3,3,9
Set D (α=0.15),25,TRUE,0,5,5,11
Set D (α=0.15),26,TRUE,0.02,2,2,14
Set D (α=0.15),27,TRUE,0.3,2,2,14
Set D (α=0.15),28,TRUE,0.03,9,9,7
Set D (α=0.15),29,TRUE,0.02,5,5,13
Set D (α=0.15),30,TRUE,0.02,7,7,8
Set D (α=0.15),31,TRUE,0.27,8,8,10
Set D (α=0.15),32,TRUE,0,3,3,14
Set D (α=0.15),33,TRUE,0.04,5,5,13
Set D (α=0.15),34,TRUE,0,7,7,12
Set D (α=0.15),35,TRUE,0,3,3,17
Set D (α=0.15),36,TRUE,0,6,6,12
Set D (α=0.15),37,TRUE,0.12,5,5,3
Set D (α=0.15),38,TRUE,0.42,7,7,2
Set D (α=0.15),39,TRUE,0.58,8,8,0
Set D (α=0.15),40,TRUE,0.3,18,18,2
Set D (α=0.15),41,TRUE,0.28,12,12,5
Set D (α=0.15),42,TRUE,0.26,5,5,15
Set D (α=0.15),43,TRUE,0.15,9,9,8
Set D (α=0.15),44,TRUE,0.26,14,14,1
Set D (α=0.15),45,TRUE,0.63,0,0,0
Set D (α=0.15),46,TRUE,0.13,10,10,3
Set D (α=0.15),47,TRUE,0.02,4,4,15
Set D (α=0.15),48,TRUE,0,6,6,5
Set D (α=0.15),49,TRUE,0,12,12,6
Set D (α=0.15),50,TRUE,0.01,12,12,5
Set D (α=0.15),51,TRUE,0.6,14,14,0
Set D (α=0.15),52,TRUE,0.43,6,6,0
Set D (α=0.15),53,TRUE,0.32,14,14,1
Set D (α=0.15),54,TRUE,0.24,12,12,1
Set D (α=0.15),55,TRUE,0.04,8,8,12
Set D (α=0.15),56,TRUE,0.12,12,12,7
Set D (α=0.15),57,TRUE,0.12,5,5,12
Set D (α=0.15),58,TRUE,0,5,5,15
Set D (α=0.15),59,TRUE,0.66,5,5,0
Set D (α=0.15),60,TRUE,0,14,14,4
Set D (α=0.15),61,TRUE,0.35,17,17,0
Set D (α=0.15),62,TRUE,0.53,16,16,2
Set D (α=0.15),63,TRUE,0.16,5,5,15
Set D (α=0.15),64,TRUE,0.45,16,16,0
Set D (α=0.15),65,TRUE,0.38,3,3,0
Set D (α=0.15),66,TRUE,0,5,5,13
Set D (α=0.15),67,TRUE,0,4,4,5
Set D (α=0.15),68,TRUE,0.03,10,10,4
Set D (α=0.15),69,TRUE,0.23,8,8,11
Set D (α=0.15),70,FALSE,1,0,0,0
Set D (α=0.15),71,FALSE,1,0,0,0
Set D (α=0.15),72,FALSE,1,0,0,0
Set D (α=0.15),73,FALSE,1,0,0,0
Set D (α=0.15),74,FALSE,1,0,0,0
Set D (α=0.15),75,FALSE,1,0,0,0
Set D (α=0.15),76,FALSE,1,0,0,0
Set D (α=0.15),77,FALSE,1,0,0,0
Set D (α=0.15),78,FALSE,1,0,0,0
Set D (α=0.15),79,FALSE,1,0,0,0
Set D (α=0.15),80,FALSE,1,0,0,0
Set D (α=0.15),81,FALSE,1,0,0,0
Set D (α=0.15),82,FALSE,1,0,0,0
Set D (α=0.15),83,FALSE,1,0,0,0
Set D (α=0.15),84,FALSE,1,0,0,0
Set D (α=0.15),85,FALSE,1,0,0,0
Set D (α=0.15),86,FALSE,1,0,0,0
Set D (α=0.15),87,FALSE,1,0,0,0
Set D (α=0.15),88,FALSE,1,0,0,0
Set D (α=0.15),89,FALSE,1,0,0,0
Set D (α=0.15),90,FALSE,1,0,0,0
Set D (α=0.15),91,FALSE,1,0,0,0
Set D (α=0.15),92,FALSE,1,0,0,0
Set D (α=0.15),93,FALSE,1,0,0,0
Set D (α=0.15),94,FALSE,1,0,0,0
Set D (α=0.15),95,FALSE,1,0,0,0
Set D (α=0.15),96,FALSE,1,0,0,0
Set D (α=0.15),97,FALSE,1,0,0,0
Set D (α=0.15),98,FALSE,1,0,0,0
Set D (α=0.15),99,FALSE,1,0,0,0
Set D (α=0.15),100,FALSE,1,0,0,0
Set D (α=0.15),101,FALSE,1,0,0,0
Set D (α=0.15),102,FALSE,1,0,0,0
Set D (α=0.15),103,FALSE,1,0,0,0
Set D (α=0.15),104,FALSE,1,0,0,0
Set D (α=0.15),105,FALSE,1,0,0,0
Set D (α=0.15),106,FALSE,1,0,0,0
Set D (α=0.15),107,FALSE,1,0,0,0
Set D (α=0.15),108,FALSE,1,0,0,0
Set D (α=0.15),109,FALSE,1,0,0,0
Set D (α=0.15),110,FALSE,1,0,0,0
Set D (α=0.15),111,FALSE,1,0,0,0
Set D (α=0.15),112,FALSE,1,0,0,0
Set D (α=0.15),113,FALSE,1,0,0,0
Set D (α=0.15),114,FALSE,1,0,0,0
Set D (α=0.15),115,FALSE,1,0,0,0
Set D (α=0.15),116,FALSE,1,0,0,0
Set D (α=0.15),117,FALSE,1,0,0,0
Set D (α=0.15),118,FALSE,1,0,0,0
Set D (α=0.15),119,FALSE,1,0,0,0
Set D (α=0.15),120,FALSE,1,0,0,0
Set D (α=0.15),121,FALSE,1,0,0,0
Set D (α=0.15),122,FALSE,1,0,0,0
Set D (α=0.15),123,FALSE,1,0,0,0
Set D (α=0.15),124,FALSE,1,0,0,0
Set D (α=0.15),125,FALSE,1,0,0,0
Set D (α=0.15),126,FALSE,1,0,0,0
Set D (α=0.15),127,FALSE,1,0,0,0
Set D (α=0.15),128,FALSE,1,0,0,0
Set D (α=0.15),129,FALSE,1,0,0,0
Set D (α=0.15),130,FALSE,1,0,0,0
Set D (α=0.15),131,FALSE,1,0,0,0
Set D (α=0.15),132,FALSE,1,0,0,0
Set D (α=0.15),133,FALSE,1,0,0,0
Set D (α=0.15),134,FALSE,1,0,0,0
Set D (α=0.15),135,FALSE,1,0,0,0
Set D (α=0.15),136,FALSE,1,0,0,0
Set D (α=0.15),137,FALSE,1,0,0,0
Set D (α=0.15),138,FALSE,1,0,0,0
Set D (α=0.15),139,FALSE,1,0,0,0
Set D (α=0.15),140,FALSE,1,0,0,0
Set D (α=0.15),141,FALSE,1,0,0,0
Set D (α=0.15),142,FALSE,1,0,0,0
Set D (α=0.15),143,FALSE,1,0,0,0
Set D (α=0.15),144,FALSE,1,0,0,0
Set D (α=0.15),145,FALSE,1,0,0,0
Set D (α=0.15),146,FALSE,1,0,0,0
Set D (α=0.15),147,FALSE,1,0,0,0
Set D (α=0.15),148,FALSE,1,0,0,0
Set D (α=0.15),149,FALSE,1,0,0,0
Set D (α=0.15),150,FALSE,1,0,0,0
Set D (α=0.15),151,FALSE,1,0,0,0
Set D (α=0.15),152,FALSE,1,0,0,0
Set D (α=0.15),153,FALSE,1,0,0,0
Set D (α=0.15),154,FALSE,1,0,0,0
Set D (α=0.15),155,FALSE,1,0,0,0
Set D (α=0.15),156,FALSE,1,0,0,0
Set D (α=0.15),157,FALSE,1,0,0,0
Set D (α=0.15),158,FALSE,1,0,0,0
Set D (α=0.15),159,FALSE,1,0,0,0
Set D (α=0.15),160,FALSE,1,0,0,0
Set D (α=0.15),161,FALSE,1,0,0,0
Set D (α=0.15),162,FALSE,1,0,0,0
Set D (α=0.15),163,FALSE,1,0,0,0
Set D (α=0.15),164,FALSE,1,0,0,0
Set D (α=0.15),165,FALSE,1,0,0,0
Set D (α=0.15),166,FALSE,1,0,0,0
Set D (α=0.15),167,FALSE,1,0,0,0
Set D (α=0.15),168,FALSE,1,0,0,0
Set D (α=0.15),169,FALSE,1,0,0,0
Set D (α=0.15),170,FALSE,1,0,0,0
Set D (α=0.15),171,FALSE,1,0,0,0
Set D (α=0.15),172,FALSE,1,0,0,0
Set D (α=0.15),173,FALSE,1,0,0,0
Set D (α=0.15),174,FALSE,1,0,0,0
Set D (α=0.15),175,FALSE,1,0,0,0
Set D (α=0.15),176,FALSE,1,0,0,0
Set D (α=0.15),177,FALSE,1,0,0,0
Set D (α=0.15),178,FALSE,1,0,0,0
Set D (α=0.15),179,FALSE,1,0,0,0
Set D (α=0.15),180,FALSE,1,0,0,0
Set D (α=0.15),181,FALSE,1,0,0,0
Set D (α=0.15),182,FALSE,1,0,0,0
Set D (α=0.15),183,FALSE,1,0,0,0
Set D (α=0.15),184,FALSE,1,0,0,0
Set D (α=0.15),185,FALSE,1,0,0,0
Set D (α=0.15),186,FALSE,1,0,0,0
Set D (α=0.15),187,FALSE,1,0,0,0
Set D (α=0.15),188,FALSE,1,0,0,0
Set D (α=0.15),189,FALSE,1,0,0,0
Set D (α=0.15),190,FALSE,1,0,0,0
Set D (α=0.15),191,FALSE,1,0,0,0
Set D (α=0.15),192,FALSE,1,0,0,0
Set D (α=0.15),193,FALSE,1,0,0,0
Set D (α=0.15),194,FALSE,1,0,0,0
Set D (α=0.15),195,FALSE,1,0,0,0
Set D (α=0.15),196,FALSE,1,0,0,0
Set D (α=0.15),197,FALSE,1,0,0,0
Set D (α=0.15),198,FALSE,1,0,0,0
Set D (α=0.15),199,FALSE,1,0,0,0
